Metric ID,Metric Description,Grouping Level,Grouping Description,Region or Coverage Category,Age Inpatient Type,Year,Quarter,Numerator,Denominator,Rate,YTD Numerator,YTD Denominator,YTD Rate
4,30-Day MH Readmission,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2021,Q1,234,2260,0.103539823,234,2260,0.103539823
4,30-Day MH Readmission,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2021,Q2,213,2414,0.088235294,447,4674,0.09563543
4,30-Day MH Readmission,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2021,Q3,225,2231,0.100851636,672,6905,0.097320782
4,30-Day MH Readmission,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2021,Q4,231,2595,0.089017341,903,9500,0.095052632
4,30-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2021,Q1,835,5695,0.146619842,835,5695,0.146619842
4,30-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2021,Q2,887,6031,0.147073454,1722,11726,0.146853147
4,30-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2021,Q3,830,5715,0.145231846,2552,17441,0.146321885
4,30-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2021,Q4,730,5104,0.143025078,3282,22545,0.145575516
4,30-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2021,Q1,133,1092,0.121794872,133,1092,0.121794872
4,30-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2021,Q2,133,1159,0.114754098,266,2251,0.118169702
4,30-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2021,Q3,135,1128,0.119680851,401,3379,0.118674164
4,30-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2021,Q4,139,1331,0.104432757,540,4710,0.114649682
4,30-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2021,Q1,654,4679,0.139773456,654,4679,0.139773456
4,30-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2021,Q2,778,5152,0.151009317,1432,9831,0.145661682
4,30-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2021,Q3,723,4963,0.145678017,2155,14794,0.145667162
4,30-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2021,Q4,639,4674,0.136713736,2794,19468,0.143517567
4,30-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2021,Q1,143,1488,0.096102151,143,1488,0.096102151
4,30-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2021,Q2,129,1636,0.078850856,272,3124,0.087067862
4,30-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2021,Q3,124,1384,0.089595376,396,4508,0.087843833
4,30-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2021,Q4,124,1553,0.07984546,520,6061,0.085794423
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2021,Q1,177,1211,0.146160198,177,1211,0.146160198
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2021,Q2,167,1283,0.130163679,344,2494,0.137931034
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2021,Q3,153,1144,0.133741259,497,3638,0.136613524
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2021,Q4,129,947,0.136219641,626,4585,0.13653217
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2021,Q1,18,142,0.126760563,18,142,0.126760563
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2021,Q2,24,156,0.153846154,42,298,0.140939597
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2021,Q3,12,117,0.102564103,54,415,0.130120482
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2021,Q4,15,131,0.114503817,69,546,0.126373626
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2021,Q1,114,847,0.13459268,114,847,0.13459268
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2021,Q2,137,907,0.151047409,251,1754,0.143101482
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2021,Q3,118,848,0.139150943,369,2602,0.141813989
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2021,Q4,101,802,0.125935162,470,3404,0.138072855
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2021,Q1,24,177,0.13559322,24,177,0.13559322
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2021,Q2,25,223,0.112107623,49,400,0.1225
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2021,Q3,22,163,0.134969325,71,563,0.126110124
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2021,Q4,17,156,0.108974359,88,719,0.122392211
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2021,Q1,391,2189,0.178620375,391,2189,0.178620375
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2021,Q2,429,2290,0.187336245,820,4479,0.18307658
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2021,Q3,406,2295,0.176906318,1226,6774,0.180986123
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2021,Q4,365,2002,0.182317682,1591,8776,0.181289881
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2021,Q1,314,1638,0.191697192,314,1638,0.191697192
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2021,Q2,357,1813,0.196911197,671,3451,0.194436395
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2021,Q3,346,1758,0.196814562,1017,5209,0.195239009
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2021,Q4,283,1617,0.175015461,1300,6826,0.190448286
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Adult-Art28 and 31,2021,Q1,15,125,0.12,15,125,0.12
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Adult-Art28 and 31,2021,Q2,13,143,0.090909091,28,268,0.104477612
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Adult-Art28 and 31,2021,Q3,14,124,0.112903226,42,392,0.107142857
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Adult-Art28 and 31,2021,Q4,12,135,0.088888889,54,527,0.102466793
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Adult-Art28 and 31,2021,Q1,252,2170,0.116129032,252,2170,0.116129032
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Adult-Art28 and 31,2021,Q2,278,2315,0.120086393,530,4485,0.118171683
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Adult-Art28 and 31,2021,Q3,257,2152,0.119423792,787,6637,0.118577671
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Adult-Art28 and 31,2021,Q4,224,2020,0.110891089,1011,8657,0.116784105
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Youth-Art28 and 31,2021,Q1,115,949,0.12118019,115,949,0.12118019
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Youth-Art28 and 31,2021,Q2,109,1001,0.108891109,224,1950,0.114871795
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Youth-Art28 and 31,2021,Q3,123,1010,0.121782178,347,2960,0.11722973
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Youth-Art28 and 31,2021,Q4,124,1198,0.103505843,471,4158,0.113275613
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Adult-Art28 and 31,2021,Q1,226,2194,0.103008204,226,2194,0.103008204
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Adult-Art28 and 31,2021,Q2,284,2432,0.116776316,510,4626,0.110246433
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Adult-Art28 and 31,2021,Q3,259,2357,0.109885448,769,6983,0.110124588
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Adult-Art28 and 31,2021,Q4,255,2254,0.113132209,1024,9237,0.110858504
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Youth-Art28 and 31,2021,Q1,119,1311,0.090770404,119,1311,0.090770404
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Youth-Art28 and 31,2021,Q2,104,1413,0.073602265,223,2724,0.081864905
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Youth-Art28 and 31,2021,Q3,102,1221,0.083538084,325,3945,0.082382763
4,30-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Youth-Art28 and 31,2021,Q4,107,1397,0.076592699,432,5342,0.080868589
5,90-Day MH Readmission,1,STATEWIDE,STATEWIDE,Adult-Art28 and 31,2021,Q1,2567,10164,0.252558048,2567,10164,0.252558048
5,90-Day MH Readmission,1,STATEWIDE,STATEWIDE,Adult-Art28 and 31,2021,Q2,2722,10981,0.247882706,5289,21145,0.250130054
5,90-Day MH Readmission,1,STATEWIDE,STATEWIDE,Adult-Art28 and 31,2021,Q3,2559,10503,0.243644673,7848,31648,0.247977755
5,90-Day MH Readmission,1,STATEWIDE,STATEWIDE,Adult-Art28 and 31,2021,Q4,2340,9665,0.242110709,10188,41313,0.246605185
5,90-Day MH Readmission,1,STATEWIDE,STATEWIDE,Youth-Art28 and 31,2021,Q1,432,2490,0.173493976,432,2490,0.173493976
5,90-Day MH Readmission,1,STATEWIDE,STATEWIDE,Youth-Art28 and 31,2021,Q2,468,2744,0.170553936,900,5234,0.171952618
5,90-Day MH Readmission,1,STATEWIDE,STATEWIDE,Youth-Art28 and 31,2021,Q3,469,2452,0.191272431,1369,7686,0.178116055
5,90-Day MH Readmission,1,STATEWIDE,STATEWIDE,Youth-Art28 and 31,2021,Q4,482,2837,0.169897779,1851,10523,0.175900409
5,90-Day MH Readmission,2,COVERAGE CATEGORY,FFS,Adult-Art28 and 31,2021,Q1,473,2028,0.233234714,473,2028,0.233234714
5,90-Day MH Readmission,2,COVERAGE CATEGORY,FFS,Adult-Art28 and 31,2021,Q2,467,2157,0.216504404,940,4185,0.224611708
5,90-Day MH Readmission,2,COVERAGE CATEGORY,FFS,Adult-Art28 and 31,2021,Q3,466,1966,0.237029502,1406,6151,0.228580719
5,90-Day MH Readmission,2,COVERAGE CATEGORY,FFS,Adult-Art28 and 31,2021,Q4,400,1731,0.2310803,1806,7882,0.229129663
5,90-Day MH Readmission,2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2021,Q1,55,304,0.180921053,55,304,0.180921053
5,90-Day MH Readmission,2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2021,Q2,77,368,0.20923913,132,672,0.196428571
5,90-Day MH Readmission,2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2021,Q3,54,271,0.199261993,186,943,0.197242842
5,90-Day MH Readmission,2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2021,Q4,54,278,0.194244604,240,1221,0.196560197
5,90-Day MH Readmission,2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2021,Q1,1250,3730,0.335120643,1250,3730,0.335120643
5,90-Day MH Readmission,2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2021,Q2,1329,4004,0.331918082,2579,7734,0.333462633
5,90-Day MH Readmission,2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2021,Q3,1256,3961,0.317091644,3835,11695,0.327917914
5,90-Day MH Readmission,2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2021,Q4,1149,3569,0.321938918,4984,15264,0.326519916
5,90-Day MH Readmission,2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2021,Q1,23,120,0.191666667,23,120,0.191666667
5,90-Day MH Readmission,2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2021,Q2,27,137,0.197080292,50,257,0.194552529
5,90-Day MH Readmission,2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2021,Q3,21,117,0.179487179,71,374,0.189839572
5,90-Day MH Readmission,2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2021,Q4,22,131,0.167938931,93,505,0.184158416
5,90-Day MH Readmission,2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2021,Q1,821,4286,0.191553896,821,4286,0.191553896
5,90-Day MH Readmission,2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2021,Q2,899,4683,0.191970959,1720,8969,0.191771658
5,90-Day MH Readmission,2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2021,Q3,816,4459,0.183000673,2536,13428,0.1888591
5,90-Day MH Readmission,2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2021,Q4,769,4234,0.181624941,3305,17662,0.187124901
5,90-Day MH Readmission,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2021,Q1,377,2185,0.172540046,377,2185,0.172540046
5,90-Day MH Readmission,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2021,Q2,391,2374,0.164700927,768,4559,0.168457995
5,90-Day MH Readmission,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2021,Q3,415,2180,0.190366972,1183,6739,0.175545333
5,90-Day MH Readmission,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2021,Q4,428,2557,0.167383653,1611,9296,0.173300344
5,90-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2021,Q1,1442,5559,0.259399173,1442,5559,0.259399173
5,90-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2021,Q2,1483,5901,0.251313337,2925,11460,0.255235602
5,90-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2021,Q3,1421,5607,0.253433208,4346,17067,0.254643464
5,90-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2021,Q4,1266,5032,0.251589825,5612,22099,0.253948142
5,90-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2021,Q1,206,1052,0.19581749,206,1052,0.19581749
5,90-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2021,Q2,224,1137,0.197009675,430,2189,0.196436729
5,90-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2021,Q3,247,1099,0.224749773,677,3288,0.205900243
5,90-Day MH Readmission,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2021,Q4,236,1310,0.180152672,913,4598,0.198564593
5,90-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2021,Q1,1125,4605,0.244299674,1125,4605,0.244299674
5,90-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2021,Q2,1239,5080,0.243897638,2364,9685,0.244088797
5,90-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2021,Q3,1138,4896,0.232434641,3502,14581,0.240175571
5,90-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2021,Q4,1074,4633,0.231815239,4576,19214,0.238159675
5,90-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2021,Q1,226,1438,0.157162726,226,1438,0.157162726
5,90-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2021,Q2,244,1607,0.151835719,470,3045,0.154351396
5,90-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2021,Q3,222,1353,0.164079823,692,4398,0.157344247
5,90-Day MH Readmission,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2021,Q4,246,1527,0.161100196,938,5925,0.158312236
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2021,Q1,278,1196,0.232441472,278,1196,0.232441472
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2021,Q2,275,1268,0.216876972,553,2464,0.224431818
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2021,Q3,270,1133,0.238305384,823,3597,0.228801779
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2021,Q4,210,936,0.224358974,1033,4533,0.227884403
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2021,Q1,26,138,0.188405797,26,138,0.188405797
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2021,Q2,41,151,0.271523179,67,289,0.23183391
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2021,Q3,26,114,0.228070175,93,403,0.230769231
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2021,Q4,26,127,0.204724409,119,530,0.224528302
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2021,Q1,195,832,0.234375,195,832,0.234375
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2021,Q2,192,889,0.215973003,387,1721,0.224869262
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2021,Q3,196,833,0.235294118,583,2554,0.228269381
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2021,Q4,190,795,0.238993711,773,3349,0.230815169
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2021,Q1,29,166,0.174698795,29,166,0.174698795
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2021,Q2,36,217,0.165898618,65,383,0.169712794
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2021,Q3,28,157,0.178343949,93,540,0.172222222
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2021,Q4,28,151,0.185430464,121,691,0.175108538
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2021,Q1,708,2121,0.333804809,708,2121,0.333804809
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2021,Q2,731,2215,0.330022573,1439,4336,0.331872694
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2021,Q3,720,2233,0.322436185,2159,6569,0.328664941
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2021,Q4,653,1969,0.331640427,2812,8538,0.329351136
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2021,Q1,542,1609,0.33685519,542,1609,0.33685519
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2021,Q2,598,1789,0.334264952,1140,3398,0.335491466
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2021,Q3,536,1728,0.310185185,1676,5126,0.326960593
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2021,Q4,496,1600,0.31,2172,6726,0.322925959
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Adult-Art28 and 31,2021,Q1,23,120,0.191666667,23,120,0.191666667
5,90-Day MH Readmission,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Adult-Art28 and 31,2021,Q2,27,137,0.197080292,50,257,0.194552529
